CD_CLI,ID_TEL,TELEFONE,TEL_PREFERENCIAL
953,953,(19) 98531-7457,1
954,954,(43) 98149-9169,1
955,955,(25) 99981-0665,1
956,956,(79) 97455-0316,1
957,957,(17) 99001-4048,1
958,958,(18) 97470-1302,1
959,959,(73) 99481-9196,1
960,960,(46) 97396-4497,1
961,961,(43) 97847-6681,1
962,962,(78) 98122-7477,1
963,963,(35) 99866-4681,1
964,964,(87) 99877-2654,1
965,965,(91) 97103-0283,1
966,966,(63) 97759-4927,1
967,967,(89) 97806-1523,1
968,968,(26) 99458-0811,1
970,970,(79) 99570-3598,1
971,971,(37) 99276-7150,1
972,972,(72) 98530-0952,1
973,973,(06) 97846-5208,1
974,974,(97) 98949-3028,1
975,975,(08) 99376-7115,1
976,976,(67) 99051-3533,1
977,977,(92) 99884-7902,1
978,978,(56) 97170-4349,1
979,979,(09) 97339-0838,1
980,980,(33) 97223-5400,1
981,981,(01) 99070-0031,1
983,983,(12) 99598-6944,1
983,985,(83) 98048-8503,0
986,986,(27) 97397-5863,1
987,987,(44) 98364-5802,1
988,988,(53) 99565-0658,1
989,989,(73) 98893-4858,1
990,990,(83) 98411-4919,1
991,991,(37) 97612-5566,1
991,992,(00) 97403-5455,0
994,994,(58) 99439-7283,1
996,996,(57) 99888-9209,1
997,997,(74) 97915-1609,1
998,998,(84) 98651-0493,1
1000,1000,(92) 98340-3294,1
1001,1001,(99) 98163-7510,1
1002,1002,(36) 97537-4695,1
1004,1004,(35) 99137-4957,1
1006,1006,(21) 97029-8851,1
1007,1007,(10) 98504-9540,1
1008,1008,(37) 98077-7579,1
1009,1009,(20) 97643-1487,1
1010,1010,(66) 99281-6657,1
1010,1011,(55) 98864-4385,0
1012,1012,(68) 97979-7488,1
1013,1013,(11) 99255-6394,1
1013,1014,(89) 99886-8459,0
1015,1015,(23) 99209-7049,1
1016,1016,(88) 98009-0732,1
1017,1017,(02) 98720-9835,1
1018,1018,(26) 97510-8912,1
1019,1019,(27) 97940-9141,1
1020,1020,(59) 97297-1316,1
1021,1021,(41) 98593-0711,1
1022,1022,(04) 99445-5683,1
1023,1023,(76) 98696-3901,1
1024,1024,(64) 99750-9007,1
1025,1025,(19) 97669-1460,1
1027,1027,(97) 97725-4578,1
1028,1028,(59) 97741-6916,1
1029,1029,(39) 98068-1185,1
1030,1030,(15) 97162-3726,1
1031,1031,(93) 98733-0878,1
1032,1032,(55) 98481-9290,1
1032,1033,(47) 98902-1600,0
1033,1034,(12) 97066-2365,1
1035,1035,(34) 98345-6277,1
1037,1037,(25) 97993-4611,1
1038,1038,(78) 98010-9855,1
1039,1039,(58) 97991-8625,1
1040,1040,(71) 97078-1047,1
1041,1041,(55) 98690-5670,1
1042,1042,(64) 99557-4147,1
1043,1043,(21) 97117-4532,1
1044,1044,(92) 97086-9925,1
1045,1045,(77) 99752-2078,1
1046,1046,(95) 98795-6544,1
1046,1047,(85) 98937-8136,0
1048,1048,(18) 98877-3474,1
1049,1049,(44) 97074-9725,1
1049,1050,(57) 97982-9775,0
1051,1051,(05) 98917-8814,1
1052,1052,(13) 98026-1510,1
1053,1053,(87) 99295-2600,1
1054,1054,(67) 99712-6020,1
1054,1055,(69) 99676-1534,0
1056,1056,(16) 98680-6058,1
1057,1057,(93) 97957-1232,1
1058,1058,(87) 97941-9530,1
1059,1059,(51) 98708-0335,1
1060,1060,(15) 99384-1920,1
1061,1061,(98) 99335-0832,1
1061,1062,(98) 97970-8508,0
1063,1063,(12) 97606-9161,1
1063,1065,(07) 97783-4370,0
1066,1066,(48) 98973-8584,1
1066,1067,(75) 99461-1730,0
1068,1068,(12) 98109-0915,1
1069,1069,(03) 98161-9161,1
1070,1070,(32) 97748-5865,1
1071,1071,(22) 98955-9061,1
1072,1072,(88) 97490-6799,1
1073,1073,(34) 98217-1691,1
1074,1074,(29) 98954-0815,1
1075,1075,(81) 99208-4138,1
1076,1076,(98) 99398-9973,1
1077,1077,(53) 99505-8269,1
1078,1078,(87) 97353-2254,1
1079,1079,(22) 97483-9367,1
1080,1080,(46) 99491-4432,1
1080,1081,(52) 99060-3514,0
1083,1083,(53) 98114-2983,1
1084,1084,(42) 97156-0767,1
1085,1085,(22) 97586-7349,1
1086,1086,(74) 99958-1599,1
1087,1087,(45) 99829-2357,1
1088,1088,(85) 98164-8661,1
1089,1089,(15) 97451-4910,1
1090,1090,(14) 99246-5328,1
1091,1091,(27) 97529-5831,1
1092,1092,(20) 98126-3551,1
1093,1093,(97) 97241-7795,1
1094,1094,(87) 98795-3940,1
1095,1095,(62) 97933-7293,1
1096,1096,(24) 97200-2364,1
1098,1098,(29) 98596-9246,1
1099,1099,(95) 97931-3258,1
1100,1100,(52) 98751-1581,1
1101,1101,(10) 98608-5854,1
1102,1102,(99) 99583-6892,1
1103,1103,(18) 97924-2127,1
1104,1104,(40) 97078-7886,1
1105,1105,(24) 97807-0596,1
1106,1106,(55) 97067-1848,1
1107,1107,(12) 99127-3192,1
1109,1109,(55) 99301-4355,1
1110,1110,(44) 98358-4370,1
1111,1111,(34) 97766-2386,1
1112,1112,(25) 99219-5711,1
1113,1113,(49) 98722-9914,1
1114,1114,(03) 97763-7278,1
1116,1116,(89) 98970-6393,1
1117,1117,(49) 98543-4382,1
1118,1118,(13) 97730-5664,1
1119,1119,(48) 97990-9123,1
1120,1120,(74) 99002-7095,1
1120,1121,(80) 98155-9961,0
1122,1122,(64) 97500-2001,1
1123,1123,(58) 98861-5638,1
1124,1124,(04) 97191-5982,1
1125,1125,(52) 97639-1958,1
1126,1126,(79) 98711-1623,1
1127,1127,(62) 98325-6671,1
1128,1128,(14) 98552-8242,1
1129,1129,(63) 98945-3197,1
1130,1130,(18) 98118-1669,1
1131,1131,(51) 98178-1373,1
1132,1132,(51) 99841-9286,1
1133,1133,(80) 97323-7114,1
1134,1134,(37) 99649-8148,1
1135,1135,(36) 97064-3345,1
1135,1136,(11) 99283-0112,0
1137,1137,(47) 97490-1009,1
1138,1138,(75) 99826-6362,1
1139,1139,(53) 97260-1203,1
1140,1140,(14) 97509-0600,1
1141,1141,(10) 97062-6194,1
1144,1144,(51) 99443-0732,1
1145,1145,(85) 97757-2856,1
1146,1146,(52) 99004-3271,1
1147,1147,(57) 98756-4822,1
1148,1148,(83) 99069-7474,1
1149,1149,(87) 99362-0129,1
1150,1150,(13) 98642-3274,1
1152,1152,(16) 98151-1472,1
1152,1154,(80) 98618-2460,0
1154,1155,(80) 99692-2059,1
1156,1156,(34) 99311-4652,1
1157,1157,(04) 99855-4474,1
1158,1158,(86) 98178-3529,1
1159,1159,(09) 99555-3410,1
1160,1160,(97) 99065-0371,1
1161,1161,(28) 97911-4668,1
1162,1162,(76) 97385-6201,1
1162,1163,(58) 99748-0474,0
1164,1164,(40) 98720-7698,1
1165,1165,(30) 99899-3209,1
1166,1166,(69) 98757-6413,1
1166,1167,(72) 98354-5816,0
1168,1168,(85) 99134-5125,1
1169,1169,(88) 99080-9850,1
1169,1170,(43) 98410-8002,0
1170,1171,(86) 97589-4099,1
1171,1173,(22) 99473-2854,1
1174,1174,(29) 98370-9989,1
1174,1175,(46) 99006-0857,0
1176,1176,(09) 99281-2314,1
1177,1177,(06) 97567-6907,1
1178,1178,(93) 99168-3819,1
1179,1179,(83) 97113-8666,1
1179,1180,(90) 97386-5898,0
1181,1181,(05) 97468-0046,1
1182,1182,(89) 97163-5990,1
1184,1184,(28) 98203-0585,1
1185,1185,(03) 98614-0388,1
1186,1186,(14) 98177-8287,1
1187,1187,(96) 99128-4090,1
1188,1188,(88) 99105-5104,1
1189,1189,(02) 98900-0753,1
1190,1190,(58) 98621-7802,1
1191,1191,(29) 98064-5407,1
1192,1192,(74) 97119-9356,1
1193,1193,(63) 98718-3284,1
1194,1194,(20) 99945-0631,1
1195,1195,(72) 99496-7929,1
1196,1196,(08) 97173-8644,1
1198,1198,(66) 98218-1273,1
1199,1199,(08) 98704-6320,1
1200,1200,(35) 99004-1149,1
1201,1201,(19) 98095-3846,1
1202,1202,(43) 99731-4529,1
1203,1203,(98) 98600-4407,1
1203,1204,(09) 98245-6300,0
1205,1205,(57) 98387-9041,1
1206,1206,(52) 98620-0429,1
1207,1207,(47) 97001-8567,1
1208,1208,(08) 97653-3552,1
1209,1209,(92) 98331-2891,1
1210,1210,(89) 98492-0782,1
1211,1211,(23) 98167-9396,1
1211,1212,(64) 99202-3927,0
1212,1213,(32) 98661-2460,1
1214,1214,(88) 97189-5357,1
1215,1215,(98) 99418-7546,1
1216,1216,(64) 98935-1116,1
1217,1217,(61) 97582-8384,1
1220,1220,(64) 97118-3610,1
1220,1221,(51) 98345-4650,0
1222,1222,(80) 99690-2680,1
1223,1223,(67) 99222-6187,1
1223,1226,(08) 98379-3897,0
1226,1227,(63) 99095-9047,1
1228,1228,(31) 97935-9848,1
1229,1229,(21) 97688-8088,1
1230,1230,(58) 98573-1833,1
1231,1231,(85) 98102-1899,1
1232,1232,(72) 98925-2205,1
1233,1233,(47) 97298-8236,1
1234,1234,(16) 97369-9099,1
1235,1235,(38) 98582-9926,1
1235,1236,(13) 98601-1354,0
1237,1237,(02) 97617-6823,1
1238,1238,(54) 98421-0572,1
1239,1239,(70) 99831-8143,1
1240,1240,(52) 99097-2874,1
1241,1241,(44) 99934-9727,1
1242,1242,(41) 97385-6810,1
1243,1243,(24) 99286-2233,1
1245,1245,(78) 98078-6116,1
1246,1246,(05) 99239-3414,1
1247,1247,(51) 99361-9618,1
1247,1248,(88) 99239-8643,0
1249,1249,(07) 97591-1335,1
1250,1250,(41) 99503-6253,1
1251,1251,(71) 99459-7081,1
1251,1252,(01) 98710-1311,0
1253,1253,(58) 98129-5436,1
1254,1254,(47) 99816-2216,1
1255,1255,(34) 97872-1352,1
1256,1256,(88) 98502-9158,1
1257,1257,(67) 99642-2696,1
1258,1258,(31) 97648-1217,1
1259,1259,(09) 98259-9632,1
1260,1260,(05) 97680-5625,1
1261,1261,(53) 99091-4328,1
1262,1262,(40) 98766-8057,1
1263,1263,(76) 99809-1344,1
1264,1264,(79) 97206-5853,1
1265,1265,(52) 97613-4977,1
1266,1266,(57) 97353-4499,1
1267,1267,(86) 97437-8833,1
1268,1268,(00) 99316-7606,1
1269,1269,(72) 99632-9232,1
1270,1270,(34) 98935-4323,1
1271,1271,(98) 97992-3084,1
1272,1272,(89) 99673-6489,1
1273,1273,(46) 99242-4994,1
1274,1274,(21) 97971-2386,1
1275,1275,(33) 99692-0547,1
1275,1276,(14) 97411-3985,0
1277,1277,(46) 99168-3376,1
1278,1278,(32) 99454-8121,1
1279,1279,(23) 99040-0718,1
1280,1280,(42) 99151-7740,1
1281,1281,(70) 98691-0873,1
1282,1282,(36) 98593-9008,1
1283,1283,(99) 97580-6491,1
1285,1285,(18) 98581-2929,1
1286,1286,(59) 98679-5648,1
1287,1287,(03) 98342-8361,1
1288,1288,(42) 99215-7075,1
1289,1289,(99) 98802-9378,1
1290,1290,(35) 98881-6212,1
1291,1291,(45) 99149-5074,1
1292,1292,(32) 99768-0811,1
1293,1293,(41) 99760-4092,1
1294,1294,(25) 99786-9489,1
1295,1295,(00) 99105-8313,1
1296,1296,(06) 97230-1259,1
1297,1297,(52) 98362-0866,1
1298,1298,(71) 97705-3635,1
1299,1299,(10) 97089-5639,1
1300,1300,(42) 98131-6117,1
1301,1301,(36) 99411-8260,1
1302,1302,(48) 98025-6868,1
1303,1303,(89) 97531-3566,1
1304,1304,(32) 99511-5459,1
1305,1305,(10) 99631-3698,1
1307,1307,(21) 98339-6344,1
1308,1308,(76) 99893-1981,1
1309,1309,(67) 97239-6138,1
1310,1310,(33) 97397-7584,1
1310,1311,(97) 97309-5817,0
1311,1313,(72) 97139-5370,1
1314,1314,(93) 97384-3681,1
1315,1315,(55) 98807-2798,1
1316,1316,(82) 98993-6865,1
1317,1317,(68) 97050-6027,1
1318,1318,(89) 98275-8958,1
1319,1319,(37) 97692-0263,1
1320,1320,(43) 97253-1798,1
1321,1321,(92) 98835-1144,1
1322,1322,(28) 97421-2970,1
1323,1323,(10) 97968-0028,1
1324,1324,(46) 99402-9892,1
1325,1325,(09) 97807-8847,1
1326,1326,(63) 99361-3038,1
1327,1327,(45) 98191-1585,1
1327,1328,(68) 97334-8332,0
1329,1329,(25) 98886-1963,1
1329,1330,(29) 98563-8234,0
1331,1331,(77) 98758-0565,1
1332,1332,(78) 99274-3362,1
1333,1333,(03) 98433-0680,1
1334,1334,(48) 97304-6753,1
1335,1335,(70) 99199-6462,1
1335,1336,(52) 98702-2180,0
1337,1337,(36) 98219-7733,1
1338,1338,(83) 99399-5020,1
1339,1339,(32) 99446-7945,1
1340,1340,(01) 98849-8917,1
1341,1341,(33) 97213-8996,1
1342,1342,(41) 98222-2765,1
1343,1343,(61) 99700-4036,1
1344,1344,(46) 97344-3165,1
1345,1345,(81) 99243-7326,1
1346,1346,(27) 98922-3041,1
1348,1348,(67) 98087-2342,1
1349,1349,(14) 98944-5924,1
1350,1350,(21) 97081-3648,1
1351,1351,(50) 97667-0569,1
1352,1352,(78) 99633-5797,1
1353,1353,(49) 98163-0700,1
1354,1354,(54) 97774-1746,1
1356,1356,(40) 97979-5813,1
1357,1357,(70) 97810-4861,1
1358,1358,(97) 99878-2809,1
1359,1359,(11) 97099-1229,1
1360,1360,(77) 99290-8338,1
1362,1362,(92) 98114-6846,1
1363,1363,(05) 98992-9760,1
1364,1364,(26) 99083-9189,1
1365,1365,(66) 98073-8878,1
1366,1366,(59) 97100-0225,1
1367,1367,(14) 99825-4792,1
1368,1368,(63) 98131-3805,1
1369,1369,(22) 99400-5920,1
1370,1370,(78) 98476-4652,1
1371,1371,(75) 98565-5263,1
1371,1372,(72) 98068-9250,0
1372,1373,(22) 98639-6207,1
1373,1375,(10) 99247-2258,1
1376,1376,(20) 98779-2525,1
1377,1377,(83) 98808-0797,1
1378,1378,(46) 97598-6649,1
1380,1380,(66) 97944-4952,1
1382,1382,(18) 99094-8709,1
1383,1383,(46) 99453-4429,1
1384,1384,(50) 98776-9693,1
1386,1386,(61) 97134-6276,1
1386,1387,(94) 97718-3862,0
1388,1388,(11) 98443-4357,1
1389,1389,(95) 99097-7917,1
1390,1390,(52) 97880-6067,1
1391,1391,(62) 99447-5685,1
1393,1393,(21) 99892-9998,1
1394,1394,(99) 99521-9033,1
1394,1395,(72) 97718-8931,0
1396,1396,(43) 98517-1398,1
1397,1397,(42) 97306-0929,1
1398,1398,(11) 98335-6876,1
1399,1399,(33) 99306-4660,1
1400,1400,(28) 98150-8603,1
1401,1401,(24) 97912-4441,1
1402,1402,(47) 97110-9748,1
1403,1403,(22) 97784-1704,1
1403,1404,(61) 98625-1335,0
1405,1405,(09) 99857-1317,1
1406,1406,(75) 99420-5419,1
1407,1407,(94) 99717-7090,1
1408,1408,(69) 98849-7289,1
1409,1409,(03) 98382-7116,1
1410,1410,(29) 98645-8209,1
1411,1411,(87) 99788-4705,1
1411,1412,(63) 97476-6758,0
1414,1414,(07) 98845-9738,1
1415,1415,(54) 99633-1502,1
1416,1416,(98) 98187-9633,1
1417,1417,(21) 97851-7913,1
1418,1418,(38) 99206-5912,1
1418,1419,(02) 99608-3803,0
1420,1420,(70) 97319-7843,1
1421,1421,(75) 98439-3997,1
1422,1422,(89) 99706-8778,1
1423,1423,(99) 98543-1562,1
1424,1424,(74) 98040-2163,1
1424,1425,(54) 99761-6834,0
1426,1426,(42) 99132-8102,1
1427,1427,(94) 98709-5004,1
1428,1428,(91) 99412-1279,1
1429,1429,(64) 98445-2162,1
1430,1430,(54) 97213-3719,1
1431,1431,(53) 98871-0448,1
1432,1432,(80) 99665-0432,1
1433,1433,(62) 97944-4714,1
1434,1434,(47) 98155-4496,1
1435,1435,(24) 99215-5713,1
1437,1437,(25) 97701-1237,1
1438,1438,(61) 99404-4052,1
1438,1440,(03) 99635-1068,0
1441,1441,(23) 98941-8248,1
1442,1442,(89) 97358-9053,1
1443,1443,(09) 97412-7783,1
1444,1444,(81) 97937-8484,1
1446,1446,(63) 99425-4921,1
1448,1448,(36) 98419-6549,1
1449,1449,(96) 98393-2302,1
1450,1450,(74) 99988-0559,1
1450,1451,(59) 98379-7282,0
1452,1452,(30) 98349-1142,1
1453,1453,(88) 99459-6770,1
1454,1454,(68) 98028-8183,1
1455,1455,(97) 97166-3327,1
1456,1456,(44) 98312-8903,1
1457,1457,(60) 97347-5221,1
1458,1458,(07) 97750-3253,1
1460,1460,(55) 97501-2599,1
1461,1461,(41) 98730-2336,1
1462,1462,(25) 97838-2667,1
1463,1463,(13) 97687-5516,1
1464,1464,(71) 97032-2502,1
1465,1465,(62) 97831-4362,1
1466,1466,(47) 98574-6381,1
1467,1467,(62) 97362-6415,1
1468,1468,(95) 99163-1674,1
1471,1471,(60) 99124-3739,1
1472,1472,(17) 98278-6837,1
1473,1473,(62) 99174-9040,1
1474,1474,(13) 99989-9477,1
1475,1475,(78) 98486-9027,1
1476,1476,(37) 99244-7117,1
1477,1477,(03) 99219-3647,1
1478,1478,(75) 97974-5311,1
1479,1479,(56) 99363-5600,1
1480,1480,(25) 98280-6213,1
1481,1481,(55) 97088-0116,1
1482,1482,(03) 99049-3822,1
1483,1483,(14) 99519-0518,1
1485,1485,(09) 97912-5556,1
1486,1486,(73) 98789-3442,1
1487,1487,(15) 97418-3558,1
1488,1488,(19) 97262-1346,1
1489,1489,(91) 98952-8594,1
1490,1490,(48) 98569-0616,1
1491,1491,(39) 99006-5682,1
1492,1492,(99) 97305-6544,1
1493,1493,(01) 99632-4219,1
1494,1494,(07) 99416-7410,1
1495,1495,(77) 98097-0330,1
1496,1496,(86) 99470-0171,1
1497,1497,(09) 99202-6764,1
1498,1498,(54) 99781-6454,1
1499,1499,(77) 97313-7673,1
1500,1500,(79) 98582-2573,1
1501,1501,(39) 98139-5247,1
1501,1502,(34) 98438-5806,0
1503,1503,(72) 98651-8639,1
1504,1504,(36) 98076-1125,1
1505,1505,(09) 99930-7046,1
1506,1506,(84) 99565-8448,1
1507,1507,(42) 97944-5006,1
1508,1508,(79) 97769-1572,1
1508,1509,(79) 97958-0911,0
1510,1510,(66) 99653-7879,1
1511,1511,(77) 97614-4351,1
1512,1512,(05) 98818-4329,1
1513,1513,(03) 99291-8148,1
1514,1514,(25) 99787-4526,1
1515,1515,(82) 98815-8306,1
1516,1516,(23) 99377-8724,1
1516,1517,(04) 98828-6875,0
1518,1518,(81) 97327-9214,1
1519,1519,(08) 97433-0684,1
1520,1520,(89) 98123-3610,1
1522,1522,(39) 99853-3215,1
1523,1523,(05) 98847-9586,1
1525,1525,(94) 97637-8972,1
1526,1526,(41) 98038-1829,1
1528,1528,(56) 99460-5778,1
1528,1529,(43) 98072-9687,0
1530,1530,(24) 97720-6693,1
1531,1531,(04) 99287-7354,1
1532,1532,(50) 97821-6199,1
1533,1533,(70) 99712-6827,1
1534,1534,(31) 99163-4471,1
1535,1535,(76) 98814-6124,1
1536,1536,(88) 99893-2151,1
1537,1537,(95) 97923-4216,1
1538,1538,(76) 98739-5281,1
1539,1539,(03) 98866-6747,1
1540,1540,(18) 98429-0397,1
1540,1541,(29) 98683-1827,0
1542,1542,(46) 99250-6567,1
1543,1543,(01) 98806-4312,1
1545,1545,(49) 97446-8954,1
1546,1546,(19) 99553-4475,1
1548,1548,(49) 98747-1990,1
1549,1549,(34) 99906-6057,1
1550,1550,(89) 99853-5538,1
1551,1551,(41) 99074-9281,1
1552,1552,(57) 97722-9338,1
1553,1553,(23) 98693-5750,1
1554,1554,(81) 98115-8099,1
1555,1555,(67) 98627-4994,1
1556,1556,(64) 97099-2233,1
1557,1557,(29) 98647-8419,1
1558,1558,(47) 99687-9701,1
1558,1559,(83) 98328-0472,0
1560,1560,(58) 99854-6637,1
1561,1561,(17) 99035-6540,1
1562,1562,(60) 98438-8485,1
1563,1563,(47) 97003-6491,1
1564,1564,(59) 99100-5907,1
1565,1565,(83) 97218-5200,1
1566,1566,(31) 97510-8624,1
1567,1567,(14) 99292-9443,1
1568,1568,(57) 98521-6746,1
1569,1569,(82) 98416-8491,1
1570,1570,(66) 97367-4762,1
1571,1571,(88) 98333-2419,1
1572,1572,(23) 99656-0384,1
1573,1573,(59) 98303-3083,1
1574,1574,(62) 99686-1600,1
1574,1575,(56) 99701-9179,0
1576,1576,(31) 98885-0419,1
1577,1577,(45) 98549-8334,1
1579,1579,(36) 97782-3868,1
1580,1580,(62) 97620-1217,1
1580,1581,(24) 99983-4793,0
1581,1582,(39) 99526-2207,1
1583,1583,(19) 98693-5767,1
1584,1584,(75) 97937-2768,1
1585,1585,(16) 99744-2775,1
1586,1586,(75) 97105-2654,1
1587,1587,(37) 98608-5144,1
1589,1589,(67) 97917-0892,1
1590,1590,(12) 98814-1739,1
1591,1591,(41) 98131-3176,1
1593,1593,(39) 97048-5795,1
1594,1594,(41) 98170-7485,1
1595,1595,(93) 99380-2705,1
1596,1596,(09) 97949-2047,1
1597,1597,(57) 97328-4531,1
1598,1598,(96) 97297-8125,1
1599,1599,(02) 97235-7455,1
1600,1600,(36) 97517-5807,1
1601,1601,(57) 99237-0132,1
1602,1602,(60) 97582-0968,1
1603,1603,(04) 99691-3964,1
1603,1604,(55) 98729-5595,0
1605,1605,(47) 99692-1720,1
1606,1606,(25) 97690-6214,1
1607,1607,(82) 99800-5435,1
1608,1608,(98) 97878-4181,1
1608,1609,(84) 97635-1881,0
1610,1610,(47) 99497-5560,1
1611,1611,(05) 98673-5939,1
1612,1612,(34) 97265-0937,1
1613,1613,(25) 97092-1152,1
1614,1614,(90) 97657-8535,1
1615,1615,(85) 97842-9550,1
1616,1616,(60) 97418-1617,1
1617,1617,(00) 97729-5242,1
1618,1618,(06) 98224-9888,1
1619,1619,(05) 99724-8700,1
1619,1620,(22) 98040-5698,0
1621,1621,(99) 99128-5412,1
1622,1622,(22) 98682-0184,1
1622,1623,(86) 99438-5586,0
1624,1624,(69) 97787-8740,1
1625,1625,(41) 99573-8087,1
1626,1626,(11) 98841-1701,1
1627,1627,(17) 99566-9783,1
1629,1629,(96) 99003-2131,1
1630,1630,(17) 99523-7491,1
1631,1631,(19) 99668-4969,1
1632,1632,(38) 98814-0633,1
1633,1633,(65) 99162-7858,1
1634,1634,(10) 98565-1105,1
1635,1635,(98) 99323-9831,1
1636,1636,(77) 99101-0088,1
1637,1637,(02) 97188-5956,1
1638,1638,(03) 97740-7115,1
1641,1641,(77) 99537-1262,1
1642,1642,(04) 97979-8184,1
1643,1643,(58) 97605-7895,1
1644,1644,(35) 97936-6436,1
1645,1645,(21) 97430-4135,1
1646,1646,(06) 98134-5126,1
1647,1647,(16) 98440-5046,1
1648,1648,(12) 98560-5220,1
1649,1649,(02) 97770-3177,1
1650,1650,(80) 99316-6966,1
1651,1651,(85) 97794-9634,1
1651,1652,(30) 99420-2872,0
1653,1653,(23) 99134-3993,1
1654,1654,(73) 98265-8881,1
1656,1656,(57) 99609-5240,1
1657,1657,(42) 99381-7013,1
1657,1658,(96) 98070-1018,0
1659,1659,(83) 99174-9061,1
1660,1660,(43) 98973-0786,1
1661,1661,(58) 97563-9518,1
1662,1662,(39) 97424-2932,1
1663,1663,(40) 99580-4370,1
1664,1664,(71) 97227-3104,1
1665,1665,(28) 99383-4458,1
1665,1666,(73) 99283-3038,0
1667,1667,(34) 98132-7802,1
1668,1668,(69) 98109-6611,1
1669,1669,(84) 99776-2301,1
1670,1670,(92) 98079-7168,1
1671,1671,(61) 99814-1336,1
1672,1672,(15) 99852-9964,1
1673,1673,(19) 99657-3091,1
1674,1674,(37) 98221-6289,1
1675,1675,(32) 97120-8101,1
1676,1676,(82) 98325-6694,1
1677,1677,(01) 98223-7012,1
1678,1678,(42) 98048-2158,1
1679,1679,(81) 99551-0721,1
1681,1681,(25) 97082-6018,1
1683,1683,(63) 99349-9550,1
1684,1684,(86) 99961-6332,1
1685,1685,(09) 99364-0003,1
1686,1686,(94) 98223-8869,1
1687,1687,(01) 98361-5069,1
1688,1688,(96) 97000-6885,1
1689,1689,(55) 99268-7921,1
1690,1690,(40) 97712-1662,1
1691,1691,(81) 99395-9287,1
1693,1693,(75) 99656-1685,1
1694,1694,(71) 97645-8116,1
1695,1695,(07) 99029-8218,1
1696,1696,(11) 97767-4839,1
1697,1697,(64) 98748-2735,1
1698,1698,(78) 97895-5646,1
1699,1699,(47) 97696-6190,1
1700,1700,(31) 97651-5606,1
1701,1701,(98) 99277-4612,1
1702,1702,(72) 98320-0632,1
1703,1703,(78) 98764-4830,1
1704,1704,(20) 97746-4807,1
1705,1705,(84) 99227-5236,1
1705,1706,(68) 99839-5773,0
1706,1707,(03) 97236-7385,1
1708,1708,(58) 97710-2048,1
1709,1709,(13) 97810-7334,1
1710,1710,(99) 99119-0175,1
1711,1711,(31) 97243-4556,1
1713,1713,(19) 99611-5891,1
1715,1715,(17) 97744-9218,1
1716,1716,(45) 99113-8362,1
1717,1717,(20) 98694-8833,1
1718,1718,(55) 97660-6602,1
1720,1720,(28) 98555-5204,1
1720,1721,(56) 98470-5355,0
1722,1722,(96) 99082-3361,1
1724,1724,(61) 99798-4013,1
1726,1726,(57) 99894-1555,1
1727,1727,(61) 97777-8142,1
1730,1730,(78) 99948-2730,1
1730,1731,(59) 99326-5620,0
1732,1732,(56) 97746-2362,1
1733,1733,(53) 99250-6716,1
1734,1734,(24) 99889-2033,1
1735,1735,(27) 98169-5024,1
1735,1736,(46) 97483-3247,0
1736,1737,(94) 99734-4671,1
1739,1739,(87) 99901-5959,1
1740,1740,(99) 97225-8118,1
1742,1742,(42) 98382-8225,1
1742,1743,(73) 98064-3210,0
1744,1744,(85) 97287-4442,1
1745,1745,(49) 97924-9639,1
1746,1746,(52) 99234-7957,1
1748,1748,(24) 99421-9195,1
1749,1749,(72) 98677-4368,1
1750,1750,(96) 99553-8098,1
1751,1751,(20) 98182-0851,1
1752,1752,(26) 98159-7293,1
1752,1753,(79) 97559-0461,0
1754,1754,(75) 98899-4075,1
1755,1755,(39) 99640-0021,1
1756,1756,(86) 99407-2892,1
1757,1757,(12) 98537-4392,1
1758,1758,(46) 99638-9347,1
1759,1759,(07) 98090-2369,1
1760,1760,(85) 99356-9344,1
1761,1761,(02) 98144-7234,1
1762,1762,(93) 98781-4853,1
1763,1763,(78) 98594-4900,1
1764,1764,(32) 97551-4467,1
1765,1765,(81) 98670-4436,1
1766,1766,(57) 98726-9205,1
1768,1768,(51) 98819-5180,1
1770,1770,(62) 97430-8991,1
1771,1771,(37) 98305-4788,1
1771,1772,(45) 97132-7843,0
1773,1773,(38) 98516-2403,1
1773,1774,(98) 98343-8366,0
1775,1775,(26) 97185-0024,1
1776,1776,(42) 97044-8890,1
1777,1777,(09) 97833-5637,1
1778,1778,(65) 99845-2003,1
1779,1779,(60) 97854-1128,1
1780,1780,(75) 98984-3308,1
1781,1781,(26) 98014-7286,1
1782,1782,(09) 99228-0551,1
1783,1783,(75) 97894-5305,1
1783,1784,(52) 97930-0226,0
1785,1785,(09) 98526-4649,1
1786,1786,(43) 98462-4460,1
1787,1787,(63) 97263-1620,1
1788,1788,(77) 99795-5216,1
1789,1789,(79) 98790-7471,1
1790,1790,(97) 97175-5312,1
1791,1791,(90) 99981-7325,1
1792,1792,(17) 98838-5869,1
1793,1793,(94) 99126-5090,1
1794,1794,(75) 97877-4594,1
1795,1795,(54) 99833-3257,1
1796,1796,(64) 98250-9199,1
1797,1797,(11) 99904-9641,1
1797,1798,(63) 99438-7302,0
1798,1799,(55) 97148-1053,1
1800,1800,(05) 98350-8104,1
1801,1801,(11) 98316-5409,1
1802,1802,(78) 99493-8767,1
1803,1803,(63) 99646-7578,1
1804,1804,(46) 97332-7263,1
1805,1805,(47) 98130-2916,1
1806,1806,(47) 97741-9396,1
