ID_CLI,ID_END,END,CIDADE,UF,CD_MUN_IBGE
466,466,"Ellerslie Road, 9473",Sooretama,ES,3205010
467,467,"Durweston   Street, 8278",Iguape,SP,3520301
468,468,"Woodland Hill, 3184",Maracás,BA,2920502
469,469,"Duthie   Tunnel, 1945",Campo Verde,MT,5102678
470,470,"Castlereagh   Walk, 5233",Itanhangá,MT,5104542
471,471,"Chelsea Manor  Tunnel, 515",Paranavaí,PR,4118402
472,472,"Clerkenwell Walk, 6998",Japonvar,MG,3135357
475,475,"Camden  Route, 8938",Presidente Alves,SP,3541109
476,476,"Arctic   Rue, 7818",Mato Queimado,RS,4312179
477,477,"Castile  Grove, 7776",Mucugê,BA,2921906
478,478,"Caslon   Tunnel, 715",Itumirim,MG,3134301
479,479,"Arctic   Avenue, 5430",Porto Seguro,BA,2925303
480,480,"Caxton  Crossroad, 7141",Piedade de Caratinga,MG,3150158
481,481,"Chamberlain  Way, 8448",Alpinópolis,MG,3101904
482,482,"Western   Alley, 7849",Farol,PR,4107553
483,483,"Thorndike   Street, 1304",Parobé,RS,4314050
484,484,"Church Road, 8961",Carmo do Rio Verde,GO,5205000
485,485,"Cavaye  Grove, 3733",Altamira do Maranhão,MA,2100402
486,486,"Epworth  Walk, 1902",Martinópolis,SP,3529203
487,487,"Fieldstone Way, 9167",Balneário Piçarras,SC,4212809
488,488,"Tilson  Way, 9696",Flores,PE,2605608
489,489,"Howard Grove, 4",Itapiranga,AM,1302009
490,490,"Rosewood Drive, 1969",Aracati,CE,2301109
491,491,"Howard Boulevard, 4713",Alto Paraíso de Goiás,GO,5200605
492,492,"Bermondsey    Hill, 6743",Populina,SP,3540408
494,494,"English   Walk, 1804",Belo Horizonte,MG,3106200
495,495,"Chambers  Drive, 4805",Itabaianinha,SE,2803005
496,496,"Cavaye  Route, 4443",Santo Ângelo,RS,4317509
497,497,"Dutton   Street, 5221",São Jerônimo da Serra,PR,4124707
498,498,"Blackpool  Rue, 5021",Medeiros Neto,BA,2921104
499,499,"Cloth  Road, 9524",São João da Baliza,RR,1400506
500,500,"Blendon    Road, 5559",Nova Lacerda,MT,5106182
501,501,"Chancellor  Vale, 4540",Santa Cruz do Rio Pardo,SP,3546405
502,502,"Comet House  Walk, 6412",Aroeiras,PB,2501302
503,503,"Buttonwood Avenue, 4880",Mirangaba,BA,2921401
504,504,"Blue Anchor  Rue, 3210",Pindobaçu,BA,2924603
506,506,"Howard Vale, 9458",Betim,MG,3106705
508,508,"Castle Hill, 8494",Alcantil,PB,2500536
509,509,"Beaumont  Walk, 4623",Araguanã,TO,1702158
511,511,"Calshot   Hill, 7691",Angical,BA,2901403
512,512,"Maple Boulevard, 7142",Santa Rosa do Purus,AC,1200435
513,513,"Norfolk  Drive, 8177",Mato Castelhano,RS,4312138
514,514,"Kinglake  Boulevard, 4527",Sentinela do Sul,RS,4320354
515,515,"Woodland Alley, 729",Catalão,GO,5205109
516,516,"Viscount   Lane, 9446",Novo Barreiro,RS,4313490
517,517,"Cable    Road, 1140",Equador,RN,2403400
518,518,"Becklow  Tunnel, 4119",Cutias,AP,1600212
519,519,"Tisbury  Drive, 3374",Amapá,AP,1600105
521,521,"King Grove, 8490",Pajeú do Piauí,PI,2207355
522,522,"Balfe   Route, 7596",Manacapuru,AM,1302504
523,523,"Pine Road, 4068",Salto do Céu,MT,5107750
525,525,"Carlton  Alley, 7508",Jari,RS,4311130
526,526,"Gautrey  Alley, 7909",Campo do Brito,SE,2801009
527,527,"Sundown Hill, 3883",Francisco Beltrão,PR,4108403
528,528,"King Rue, 3651",Itirapuã,SP,3523701
529,529,"Rosewood Boulevard, 3735",Lindóia,SP,3527009
531,531,"Sherwood  Crossroad, 3158",Piritiba,BA,2924801
532,532,"Kingly  Boulevard, 5714",Tanque Novo,BA,2931053
533,533,"Abbotswell  Pass, 1802",Iguatama,MG,3130309
535,535,"Queensberry  Vale, 6605",Doutor Ricardo,RS,4306759
536,536,"Clavell   Drive, 930",Pocinhos,PB,2512002
537,537,"Shepherds  Hill, 9502",São Miguel do Araguaia,GO,5220207
538,538,"Kinglake  Crossroad, 9287",São João da Varjota,PI,2209955
539,539,"Blake  Crossroad, 6924",São Vendelino,RS,4319752
540,540,"Bacton   Rue, 9175",Tarabai,SP,3553906
541,541,"Littlebury  Pass, 229",Manoel Viana,RS,4311759
542,542,"Babmaes    Tunnel, 7021",Nova Redenção,BA,2922854
543,543,"Baylis  Way, 6317",Tremembé,SP,3554805
544,544,"Bagford   Road, 4474",Mimoso do Sul,ES,3203403
545,545,"Ashley Lane, 9662",Cosmópolis,SP,3512803
546,546,"Thorndike   Route, 5088",Novo Horizonte do Sul,MS,5006259
548,548,"Bedford  Street, 2820",Itamarati,AM,1301951
549,549,"Zealand Route, 4406",Salgadinho,PB,2513000
550,550,"Bennett  Pass, 5881",Governador Newton Bello,MA,2104651
551,551,"Charnwood   Drive, 3284",Poloni,SP,3539905
552,552,"Empress  Rue, 812",Cajuru,SP,3509403
553,553,"Bermondsey    Avenue, 7429",Parauapebas,PA,1505536
554,554,"Bliss  Crossroad, 4505",Tuparetama,PE,2615904
555,555,"Canon Hill, 9820",Auriflama,SP,3504206
556,556,"Emily  Tunnel, 173",Araguacema,TO,1701903
557,557,"Spruce Alley, 3677",Uibaí,BA,2932408
558,558,"Bliss  Crossroad, 3744",São Pedro da Serra,RS,4319356
560,560,"Bellenden  Vale, 4868",Teresópolis,RJ,3305802
561,561,"Fieldstone Street, 6777",Pontes e Lacerda,MT,5106752
562,562,"Walnut Way, 1027",Pérola d'Oeste,PR,4119004
563,563,"Caxton  Avenue, 8498",Seropédica,RJ,3305554
564,564,"Rivervalley Vale, 7754",Salgadinho,PE,2612109
565,565,"Carnegie   Road, 9499",General Sampaio,CE,2304608
566,566,"Virginia Lane, 290",Nova Olinda,CE,2309201
568,568,"Blean   Road, 8039",Utinga,BA,2932804
569,569,"Bigland  Avenue, 7641",Atalaia do Norte,AM,1300201
570,570,"Timothy  Street, 7652",Santo Antônio do Planalto,RS,4317756
571,571,"Bermondsey    Lane, 3903",Valparaíso de Goiás,GO,5221858
572,572,"Fairfield  Street, 284",Lindóia,SP,3527009
573,573,"Apothecary   Walk, 323",São Jerônimo,RS,4318408
574,574,"Linda Lane Rue, 8083",Calçado,PE,2603306
576,576,"Waldram Park  Vale, 9227",Cabaceiras,PB,2503100
577,577,"Hickory Lane Rue, 2094",Roteiro,AL,2707800
578,578,"Colombo   Avenue, 8800",Mendes Pimentel,MG,3141504
579,579,"Coal Wharf  Street, 1611",Chácara,MG,3115904
580,580,"Edwin   Drive, 7414",Laguna,SC,4209409
581,581,"Kimberley  Tunnel, 5739",Morros,MA,2107100
582,582,"Virgil   Hill, 7930",Angico,TO,1701051
583,583,"St. Johs  Drive, 5598",Mortugaba,BA,2921807
584,584,"Oxford Walk, 8760",Porto Firme,MG,3152303
586,586,"Colombo   Hill, 9011",Maripá de Minas,MG,3140209
587,587,"Battersea   Boulevard, 5812",São Pedro do Butiá,RS,4319372
588,588,"Ensign   Road, 5389",Pontão,RS,4314779
589,589,"Blendon    Street, 44",Santo Hipólito,MG,3160603
590,590,"Carlton  Lane, 1914",Itapiranga,AM,1302009
591,591,"Canal  Lane, 2066",Santa Cecília,SC,4215505
592,592,"Chester      Avenue, 6042",São Bernardo,MA,2110609
594,594,"Becher  Way, 3677",Acreúna,GO,5200134
595,595,"Collins  Alley, 2570",Coelho Neto,MA,2103406
596,596,"St. Jamess  Way, 1514",Palmeiras,BA,2923506
597,597,"Baltic  Alley, 1438",Santa Maria,RS,4316907
598,598,"Wadham  Hill, 6068",São José do Calçado,ES,3204807
599,599,"Beaumont  Crossroad, 3990",Serrinha,BA,2930501
602,602,"Marina  Grove, 8883",Irará,BA,2914505
603,603,"Ely  Boulevard, 5363",Porto Firme,MG,3152303
604,604,"Tilloch   Route, 4370",Doverlândia,GO,5207253
605,605,"Cheltenham  Vale, 6940",Aramina,SP,3503000
606,606,"Bede  Crossroad, 6294",Coqueiro Baixo,RS,4305835
607,607,"Sundown Walk, 9252",Flora Rica,SP,3515806
608,608,"Maple Street, 4685",Paraíso do Norte,PR,4118006
609,609,"Abbey   Drive, 2283",Santa Fé do Araguaia,TO,1718865
610,610,"Berry  Lane, 3268",Alto Alegre dos Parecis,RO,1100379
611,611,"Caedmon  Pass, 4197",Dom Eliseu,PA,1502939
612,612,"Bayberry Route, 1457",Paraibano,MA,2107704
613,613,"Bolingbroke  Avenue, 6027",Magda,SP,3528304
614,614,"Waldram Park  Route, 9609",Cipó,BA,2907905
615,615,"Edwin   Avenue, 1601",Itapororoca,PB,2507101
616,616,"Blackheath  Grove, 3682",Jaguari,RS,4311106
617,617,"Queen Lane, 4038",Birigui,SP,3506508
618,618,"Ashley Boulevard, 8654",Itatim,BA,2916856
619,619,"South Way, 6263",Penedo,AL,2706703
620,620,"West Road, 6392",Ipeúna,SP,3521101
621,621,"Cecilia  Lane, 4766",Mário Campos,MG,3140159
622,622,"Chantry   Grove, 3578",São Gonçalo do Gurguéia,PI,2209757
624,624,"Victoria  Hill, 457",Mateus Leme,MG,3140704
625,625,"Church Drive, 7758",Russas,CE,2311801
626,626,"Hamilton  Rue, 3836",Pranchita,PR,4120358
627,627,"Bolton  Way, 4388",Jaguaribara,CE,2306801
628,628,"Marischal  Walk, 6889",Mocajuba,PA,1504604
629,629,"Magnolia Road, 2760",Jataizinho,PR,4112702
630,630,"Cingworth  Crossroad, 6676",Barretos,SP,3505500
631,631,"Virgil   Route, 3923",Dourados,MS,5003702
632,632,"Dunsley  Crossroad, 2210",Lagoa,PB,2508109
633,633,"Vine  Avenue, 3248",Guaratinguetá,SP,3518404
634,634,"Kilner   Hill, 6442",Crissiumal,RS,4306007
635,635,"Thomas  Hill, 9048",Terra Roxa,PR,4127403
637,637,"Arundel   Hill, 1945",Camapuã,MS,5002605
638,638,"Egerton  Rue, 4796",Pedro Afonso,TO,1716505
639,639,"Balham   Crossroad, 6630",Bocaiúva,MG,3107307
640,640,"Ampton  Street, 2893",Varzedo,BA,2933174
641,641,"Babmaes    Hill, 4739",Anadia,AL,2700201
642,642,"Monroe Rue, 1700",Naviraí,MS,5005707
643,643,"Camdenhurst   Rue, 8234",Pau D'Arco,PA,1505551
644,644,"Underwood  Lane, 6749",Douradoquara,MG,3123502
645,645,"Central  Road, 2123",Cambuquira,MG,3110707
646,646,"Sundown Road, 2578",Chaves,PA,1502509
647,647,"Western   Vale, 563",Paraná,RN,2408607
648,648,"Rivervalley Boulevard, 5611",Abatiá,PR,4100103
649,649,"Cingworth  Avenue, 2217",Relvado,RS,4315453
650,650,"Fairview Avenue, 1694",Engenho Velho,RS,4306924
651,651,"Magnolia Grove, 14",Itacaré,BA,2914901
652,652,"King Route, 1310",Aquiraz,CE,2301000
653,653,"Waite  Avenue, 1459",Verdelândia,MG,3171030
655,655,"Calverley  Walk, 6791",Amaturá,AM,1300060
656,656,"Cloth  Lane, 4669",Curuçá,PA,1502905
657,657,"Carpenter Walk, 5246",São Domingos do Norte,ES,3204658
658,658,"Western   Crossroad, 5086",São Domingos,SC,4216107
659,659,"Thoresby   Avenue, 9508",Ataléia,MG,3104700
660,660,"Cephas  Rue, 1141",Paquetá,PI,2207553
661,661,"Coalecroft  Vale, 277",Tufilândia,MA,2112274
662,662,"Belmont Park Rue, 1951",Francisco Macedo,PI,2204154
663,663,"Bacon  Rue, 2614",Baía Formosa,RN,2401404
664,664,"Virginia Boulevard, 5921",Feira da Mata,BA,2910776
665,665,"Pine Road, 5106",Bela Vista do Piauí,PI,2201556
666,666,"Angrave    Walk, 2003",Tubarão,SC,4218707
667,667,"Adderley   Vale, 5315",Pedro Afonso,TO,1716505
668,668,"Chicksand  Boulevard, 5644",Santa Rita do Sapucaí,MG,3159605
669,669,"Camberwell  Hill, 9005",Saubara,BA,2929750
670,670,"Bendall   Pass, 1346",Zortéa,SC,4219853
672,672,"Monroe Walk, 3708",Pariquera-Açu,SP,3536208
673,673,"Oxford Rue, 512",Florestal,MG,3126000
674,674,"King Boulevard, 5508",Maravilha,SC,4210506
675,675,"Eaglet  Boulevard, 7099",Vilhena,RO,1100304
676,676,"Littlebury  Walk, 7094",Ribeira do Amparo,BA,2926509
677,677,"Virginia Avenue, 176",Várzea,RN,2414704
678,678,"Ellerslie Street, 6026",Chuvisca,RS,4305447
679,679,"Fawn Way, 4169",Sericita,MG,3166303
681,681,"Aylward   Vale, 6259",Belém,PB,2501906
683,683,"Dunstable   Alley, 4759",Rio do Sul,SC,4214805
684,684,"Maple Crossroad, 1469",Nova Alvorada,RS,4312757
685,685,"Wager   Crossroad, 6168",Itirapuã,SP,3523701
686,686,"Erindale Route, 4830",Umburatiba,MG,3170305
688,688,"Adams  Boulevard, 1481",Martinópole,CE,2307908
690,690,"Apostle  Hill, 7777",Borebi,SP,3507456
691,691,"Rosewood Walk, 2147",São Sebastião da Boa Vista,PA,1507706
692,692,"Parkfield  Tunnel, 7304",Caatiba,BA,2904803
693,693,"Kinglake  Drive, 5408",Ibiracatu,MG,3129657
694,694,"York Avenue, 7359",Nova Alvorada,RS,4312757
695,695,"Thomas Doyle   Avenue, 2607",Sud Mennucci,SP,3552304
696,696,"King Hill, 7476",Quixeramobim,CE,2311405
697,697,"Monroe Grove, 860",Euclides da Cunha,BA,2910701
698,698,"Thomas More   Road, 5547",Vila Rica,MT,5108600
699,699,"Tilloch   Pass, 6460",Jatobá,MA,2105450
700,700,"Argyle  Way, 492",Francisco Badaró,MG,3126505
701,701,"Enford   Hill, 4343",Alpercata,MG,3101805
702,702,"Calverley  Grove, 1412",Santana de Parnaíba,SP,3547304
703,703,"Commercial  Rue, 4108",Urucará,AM,1304302
704,704,"Ensign   Crossroad, 7802",Chapada,RS,4305306
705,705,"Blackheath   Route, 2900",Talismã,TO,1720978
706,706,"Fieldstone Vale, 3216",Alvorada D'Oeste,RO,1100346
707,707,"Aberavon  Tunnel, 3512",Aparecida do Taboado,MS,5001003
708,708,"Norland  Route, 1738",Coelho Neto,MA,2103406
709,709,"Ernest  Route, 4806",São José do Sabugi,PB,2514701
710,710,"Falconberg   Alley, 5854",Sertaneja,PR,4126405
711,711,"Carolina  Tunnel, 6506",São Carlos,SP,3548906
712,712,"Capeners  Crossroad, 8484",São José da Laje,AL,2708303
714,714,"Andrews  Way, 6609",Senhora dos Remédios,MG,3166204
715,715,"Arline    Hill, 4424",Glória do Goitá,PE,2606101
716,716,"Lincoln Road, 5460",Serraria,PB,2515906
717,717,"Bedford  Rue, 2615",Presidente Olegário,MG,3153400
718,718,"Chelsea Manor  Grove, 3383",Buritama,SP,3508108
720,720,"Queen Caroline   Rue, 6984",São Sebastião do Anta,MG,3164472
721,721,"Bazely   Lane, 9117",Virgínia,MG,3171709
722,722,"Elizabeth  Road, 6257",Novo Hamburgo,RS,4313409
723,723,"Marina  Road, 3790",Glicério,SP,3517109
725,725,"Cavell   Crossroad, 7755",Seropédica,RJ,3305554
726,726,"Longmoore   Rue, 5338",Caxambu,MG,3115508
727,727,"Capeners  Vale, 4460",Olímpia,SP,3533908
728,728,"Aspen Road, 7553",Fonte Boa,AM,1301605
729,729,"Emden   Avenue, 3750",Senador Alexandre Costa,MA,2111748
730,730,"Canon Route, 3271",Alvorada,RS,4300604
731,731,"Maple Street, 3434",Gaúcha do Norte,MT,5103858
732,732,"Chester  Route, 7964",São João do Soter,MA,2111078
733,733,"Chatfield  Tunnel, 2524",Congonhas do Norte,MG,3118106
734,734,"Virginia Grove, 8468",Raposos,MG,3153905
735,735,"Andrews  Crossroad, 2826",Ourizona,PR,4117404
736,736,"Tilson  Pass, 9391",Jandira,SP,3525003
737,737,"Chatsworth  Lane, 6806",Araporã,MG,3103751
738,738,"Adderley   Tunnel, 1754",Vera Cruz,RN,2414803
739,739,"Thoresby   Way, 8988",Cabedelo,PB,2503209
740,740,"Jackson Crossroad, 5312",Ouroeste,SP,3534757
741,741,"Chalcot  Lane, 2595",São Gonçalo do Gurguéia,PI,2209757
742,742,"Spruce Grove, 4938",Cabaceiras,PB,2503100
743,743,"Cleveland  Road, 506",Palhano,CE,2310001
744,744,"Church Avenue, 980",Lindoeste,PR,4113452
745,745,"Pine Boulevard, 6873",São Vendelino,RS,4319752
746,746,"Rosewood Boulevard, 3996",Curvelo,MG,3120904
747,747,"Garfield Crossroad, 5652",Mimoso de Goiás,GO,5213053
748,748,"Battis   Hill, 6864",Passa Tempo,MG,3147709
749,749,"Coalecroft  Alley, 6171",Landri Sales,PI,2205607
750,750,"Chantry   Boulevard, 9475",São João do Pacuí,MG,3162658
751,751,"Sundown Road, 9424",Alto Paraná,PR,4100608
752,752,"Paris   Route, 8376",Guaraciama,MG,3128253
753,753,"Emily  Alley, 4727",Alvinlândia,SP,3501509
754,754,"Blackpool  Alley, 2136",Ibirama,SC,4206900
755,755,"Ashley Grove, 3934",Grandes Rios,PR,4108700
756,756,"Thurloe   Pass, 5699",Presidente Dutra,MA,2109106
757,757,"Viscount   Pass, 299",Taquaraçu de Minas,MG,3168309
758,758,"Bede  Road, 5203",Rio Pardo,RS,4315701
759,759,"Ellerman   Pass, 9976",Cerqueira César,SP,3511409
761,761,"Beatty  Rue, 5608",Curral Velho,PB,2505303
762,762,"Littlebury  Rue, 4350",Bertioga,SP,3506359
764,764,"Chelsea Manor  Road, 5040",Vargem Grande Paulista,SP,3556453
765,765,"Camelot   Crossroad, 7569",Maracaçumé,MA,2106326
766,766,"Burton  Pass, 7806",Itarantim,BA,2916807
767,767,"Bellenden  Road, 5525",Balneário Arroio do Silva,SC,4201950
768,768,"Calvin   Route, 1245",Castanhal,PA,1502400
769,769,"Cephas  Pass, 1849",Nova América da Colina,PR,4116604
770,770,"Camberwell  Grove, 243",Paulistas,MG,3148400
771,771,"Union  Tunnel, 2524",Novo Airão,AM,1303205
772,772,"Ensign   Road, 9031",Alto Rio Novo,ES,3200359
773,773,"Yoakley Tunnel, 9937",Itaquaquecetuba,SP,3523107
774,774,"Dyott   Pass, 2934",Bela Vista,MS,5002100
775,775,"Yorkshire  Lane, 2191",Craíbas,AL,2702355
776,776,"Capeners  Pass, 332",Aparecida de Goiânia,GO,5201405
778,778,"Tilloch   Walk, 3933",Taboão da Serra,SP,3552809
779,779,"Sheringham   Route, 9542",Santo Antônio do Monte,MG,3160405
780,780,"Bicknell  Drive, 8880",Monte Alegre,RN,2407807
781,781,"Chester      Vale, 4515",Santo Antônio do Aracanguá,SP,3548054
782,782,"Clavell   Tunnel, 3263",Santa Luz,PI,2209302
783,783,"Durweston   Hill, 6971",Ibirité,MG,3129806
784,784,"Cable    Tunnel, 8212",Muriaé,MG,3143906
785,785,"Westbourne Rue, 8945",Águas Belas,PE,2600500
786,786,"Westcott  Lane, 1837",Trizidela do Vale,MA,2112233
787,787,"Belgrave  Street, 623",Água Santa,RS,4300059
788,788,"Fairbairn  Road, 5712",Birigui,SP,3506508
789,789,"Elia   Walk, 9808",José Raydan,MG,3136553
790,790,"Western   Hill, 795",Água Preta,PE,2600401
791,791,"Bliss  Avenue, 3874",Jussara,GO,5212204
792,792,"Canon Drive, 2438",Santo Antônio do Aracanguá,SP,3548054
793,793,"Dutton   Road, 3504",Vera,MT,5108501
794,794,"Bempton   Drive, 6614",Cordeiros,BA,2909000
795,795,"Glenwood Grove, 9008",Cajueiro,AL,2701308
796,796,"Parkfields Avenue, 368",Caravelas,BA,2906907
798,798,"Bliss  Crossroad, 7751",Dezesseis de Novembro,RS,4306353
799,799,"Comet House  Drive, 8630",Uruçuca,BA,2932705
800,800,"Fawn Vale, 7821",Madre de Deus,BA,2919926
801,801,"Clissold  Way, 2253",Quilombo,SC,4214201
802,802,"Cavell   Drive, 6837",Dom Inocêncio,PI,2203453
803,803,"Elia   Street, 6193",Barra D'Alcântara,PI,2201176
804,804,"Earl Rise Pass, 8480",São José da Vitória,BA,2929354
805,805,"Howard Route, 6086",Santa Ernestina,SP,3546504
806,806,"Bayberry Rue, 45",Salinas,MG,3157005
807,807,"Ayres   Alley, 1458",João Pessoa,PB,2507507
808,808,"Chester      Vale, 587",Tupandi,RS,4322251
809,809,"Babmaes    Pass, 9801",Matipó,MG,3140902
810,810,"Aberavon  Road, 285",Pires do Rio,GO,5217401
811,811,"West Avenue, 4485",São José da Tapera,AL,2708402
812,812,"St. Jamess  Street, 3275",Ibiassucê,BA,2912004
813,813,"Rivervalley Alley, 1336",Turilândia,MA,2112456
814,814,"Waldram Park  Vale, 5994",Agrolândia,SC,4200200
815,815,"Castle Hill, 3169",Renascença,PR,4121604
816,816,"Ellerslie Walk, 7474",Santa Maria da Serra,SP,3547007
,,,,,
817,817,"Thurloe   Hill, 8699",Itaipulândia,PR,4110953
819,819,"Dyott   Drive, 4126",São José do Xingu,MT,5107354
820,820,"Chamberlain  Drive, 3011",Cunha,SP,3513603
821,821,"Collins  Drive, 3574",Cássia,MG,3115102
822,822,"Thurloe   Alley, 8348",Monsenhor Paulo,MG,3142601
823,823,"Durnford  Rue, 4533",Dueré,TO,1707306
824,824,"Biggerstaff   Drive, 608",Paraúna,GO,5216403
825,825,"Byland  Street, 7638",Maquiné,RS,4311775
826,826,"Wakley   Grove, 8784",Curimatá,PI,2203206
829,829,"Carlisle  Avenue, 9922",Aiuruoca,MG,3101201
830,830,"St. Jamess  Street, 3256",Monte Alegre de Sergipe,SE,2804201
831,831,"Cavaye  Tunnel, 4014",Potengi,CE,2311207
832,832,"Clifton  Hill, 6298",Caridade,CE,2303006
833,833,"Hickory   Crossroad, 2179",Lindóia do Sul,SC,4209854
834,834,"Cheltenham  Hill, 5757",Jacobina do Piauí,PI,2205151
835,835,"Falconberg   Boulevard, 740",Graça Aranha,MA,2104701
836,836,"Elizabeth  Rue, 6322",Porto Acre,AC,1200807
837,837,"Chart   Avenue, 4301",Oiapoque,AP,1600501
838,838,"Cheltenham  Avenue, 5006",Monte Alegre do Piauí,PI,2206605
839,839,"St. Pauls  Way, 1638",Garruchos,RS,4308656
841,841,"Sheffield Avenue, 2419",Vargem Alegre,MG,3170578
842,842,"Cloth  Way, 48",Guaraci,PR,4109203
843,843,"Lincoln Street, 867",Boa Vista das Missões,RS,4302154
844,844,"Camley   Rue, 8469",Abaíra,BA,2900108
845,845,"South Drive, 2459",Cachoeira Dourada,GO,5204250
846,846,"Longleigh   Tunnel, 9317",Lorena,SP,3527207
847,847,"Carol   Grove, 639",Carmo da Cachoeira,MG,3113909
848,848,"Caroline  Grove, 3278",Axixá,MA,2101103
849,849,"Glenwood Alley, 6333",São Geraldo,MG,3161502
851,851,"King Crossroad, 2559",Condeúba,BA,2908705
852,852,"East Boulevard, 7680",Paulo Frontin,PR,4118709
853,853,"Antrobus   Drive, 5934",São Domingos,PB,2513968
854,854,"Wadham  Grove, 720",Nova Serrana,MG,3145208
855,855,"Chancellor  Hill, 1098",Clevelândia,PR,4105706
856,856,"Clerkenwell Route, 1401",Rifaina,SP,3543600
857,857,"Clavell   Route, 4832",Niquelândia,GO,5214606
858,858,"Castile  Vale, 4945",Penha,SC,4212502
859,859,"Caslon   Alley, 5079",Montividiu do Norte,GO,5213772
861,861,"Sundown Alley, 2959",São Sebastião da Amoreira,PR,4126009
862,862,"Church Road, 1909",Queimadas,BA,2925808
864,864,"Dunton  Boulevard, 72",Euclides da Cunha Paulista,SP,3515350
865,865,"Camdenhurst   Drive, 4038",Rio Pardo,RS,4315701
866,866,"Sundown Avenue, 3138",Poços de Caldas,MG,3151800
867,867,"Kinglake  Way, 4837",Carvalhos,MG,3114808
868,868,"Magnolia Tunnel, 5925",São Brás,AL,2708204
869,869,"Virgil   Road, 3035",Catolé do Rocha,PB,2504306
870,870,"Beechen  Drive, 572",Governador Jorge Teixeira,RO,1101005
871,871,"Battis   Route, 9386",Campinas,SP,3509502
872,872,"Ensign   Drive, 1837",Cacimba de Dentro,PB,2503506
873,873,"Blendon    Drive, 5733",Antônio Prado de Minas,MG,3103108
874,874,"Belfort  Alley, 188",Wenceslau Braz,MG,3172202
875,875,"Linda Lane Rue, 4380",Pedra Mole,SE,2805000
876,876,"Lexington Rue, 2874",Luziânia,GO,5212501
877,877,"Bales  Road, 8399",Jaboatão dos Guararapes,PE,2607901
878,878,"Ellerslie Tunnel, 8056",São João Batista do Glória,MG,3162203
879,879,"Clissold  Avenue, 2084",Marituba,PA,1504422
880,880,"Berry  Lane, 7503",Sabinópolis,MG,3156809
881,881,"Thurloe   Walk, 8844",Formosa do Oeste,PR,4108205
882,882,"Sundown Way, 6584",Santo Antônio do Leste,MT,5107792
883,883,"Clere  Boulevard, 613",Nova Araçá,RS,4312807
884,884,"Cecilia  Rue, 3199",Brunópolis,SC,4202875
885,885,"Thomas Doyle   Avenue, 6459",Itaporã,MS,5004502
886,886,"Camera  Rue, 8377",Ipatinga,MG,3131307
887,887,"King Edward  Road, 2426",Bragança Paulista,SP,3507605
888,888,"Meadow Way, 326",Doutor Severiano,RN,2403202
889,889,"Argyle  Road, 7976",Lupércio,SP,3527801
890,890,"Bendall   Drive, 8796",Taquaraçu de Minas,MG,3168309
891,891,"Dunstans  Crossroad, 4799",Itarumã,GO,5211305
892,892,"Bempton   Boulevard, 2135",Igarapé-Açu,PA,1503200
894,894,"Anns  Alley, 7300",Branquinha,AL,2701100
895,895,"Bermondsey    Rue, 6915",São Sebastião do Oeste,MG,3164605
896,896,"Pine Hill, 5731",Itaperuçu,PR,4111258
897,897,"Ben   Grove, 9097",Baía da Traição,PB,2501401
898,898,"College  Tunnel, 7007",Benjamin Constant,AM,1300607
899,899,"Garfield Drive, 8850",Crisópolis,BA,2909604
901,901,"Lincoln Crossroad, 1640",Beneditinos,PI,2201606
902,902,"Balfour    Vale, 2191",Rosário da Limeira,MG,3156452
903,903,"Chartham  Hill, 5249",Novo Itacolomi,PR,4117297
904,904,"Queen Vale, 7077",Vila Nova do Sul,RS,4323457
905,905,"Bingham   Pass, 7247",Nova Independência,SP,3533205
906,906,"Queen Street, 7198",Presidente Kubitschek,MG,3153301
907,907,"Capeners  Drive, 6041",Rondinha,RS,4316204
908,908,"Commercial  Road, 6717",Rolador,RS,4315958
909,909,"Durham Way, 7169",Santa Maria do Cambucá,PE,2612703
910,910,"Earl Rise Tunnel, 2010",Macajuba,BA,2919603
911,911,"Boadicea   Drive, 1514",Igaraçu do Tietê,SP,3520004
912,912,"Bede  Crossroad, 4182",Pedranópolis,SP,3536901
913,913,"Howard Rue, 263",Juruena,MT,5105176
915,915,"Gathorne   Route, 3213",Santa Cruz de Salinas,MG,3157377
916,916,"Church Hill, 2519",Santa Rita,PB,2513703
917,917,"Tilson  Tunnel, 8875",Monte Alegre,RN,2407807
918,918,"Sheringham   Alley, 3571",Nilo Peçanha,BA,2922607
919,919,"Longmoore   Avenue, 6173",São José do Mantimento,MG,3163607
920,920,"Bacon  Vale, 7272",Inhaúma,MG,3131000
921,921,"Church Tunnel, 5604",Lajeado,TO,1712009
922,922,"Sherlock   Avenue, 793",Coronel João Sá,BA,2909208
923,923,"Becher  Avenue, 9193",Novo Barreiro,RS,4313490
924,924,"Chamberlain  Hill, 8112",Maiquinique,BA,2920007
925,925,"Geffrye   Road, 6689",Águas Belas,PE,2600500
926,926,"Burton  Rue, 5831",Iguaracy,PE,2606903
927,927,"Belmont Park Alley, 4597",Iguaracy,PE,2606903
928,928,"Blackheath  Street, 4366",Monte Santo do Tocantins,TO,1713700
929,929,"Canon Street, 6911",Nova Iguaçu de Goiás,GO,5214879
930,930,"Fieldstone Rue, 8066",Planalto,RS,4314704
931,931,"Apollo  Crossroad, 8482",Três Barras do Paraná,PR,4127858
932,932,"Vincent  Rue, 4355",Brusque,SC,4202909
933,933,"Birkenhead   Rue, 1809",Pinheiro,MA,2108603
